Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Minutes_90s,Gls,Ast,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,Goals_minus_xG,npGoals_minus_xG,Cmp,Att,Cmp%,TotDist,PrgDist,xA,Ast_minus_xAG,KP,Passes_Final3rd,PPA,CrsPA,TB,Sw,Crs,TI,CK,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,GCA,GCA90,Tkl,TklW,Tkl_Def3rd,Tkl_Mid3rd,Tkl_Att3rd,Tkl%,Int,Tkl+Int,Clr,Err,Touches,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Subs,Mn/Sub,PPM,PlusMinus,PlusMinus_90,xG_PlusMinus,xG_PlusMinus_90,TwoCrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,GK_PassAtt,Thr,Launch%,AvgLen,Opp,Stp,Stp%,GK_OPA,GK_OPA_90,AvgDist,Gls_p90,Ast_p90,xG_p90,npxG_p90,xAG_p90,xA_p90,PrgC_p90,PrgP_p90,PrgR_p90,Sh_p90,SoT_p90,FK_p90,KP_p90,1/3_p90,PPA_p90,CrsPA_p90,Crs_p90,TI_p90,CK_p90,Off_p90,Blocks_p90,SCA_p90,GCA_p90,PassLive_p90,PassDead_p90,TO_p90,Fld_p90,Tkl_p90,TklW_p90,Tkl+Int_p90,Int_p90,Clr_p90,Err_p90,Touches_p90,Carries_p90,CPA_p90,Mis_p90,Dis_p90,Rec_p90,Recov_p90,Fls_p90,Won_p90,G-xG_p90,np:G-xG_p90,A-xAG_p90,Cmp_p90,Att_p90,TotDist_p90,PrgDist_p90,Succ_p90,Tkld_p90,CrdY_p90,PKwon_p90,PKcon_p90,Subs_p90,Pos_Primary,score_FW,score_DF,score_MF,score_GK,radar_FW_Remate,radar_FW_Gol,radar_FW_Precision,radar_FW_Creacion,radar_FW_Movimiento,radar_FW_Conduccion,radar_DF_Defensa,radar_DF_Pase,radar_DF_Despeje,radar_DF_Aereo,radar_DF_Progresion,radar_DF_Errores,radar_MF_Creacion,radar_MF_Progresion,radar_MF_Defensa,radar_MF_Asistencia,radar_MF_Conduccion,radar_MF_Pase,radar_GK_Calidad,radar_GK_Paradas,radar_GK_GolesEnc,radar_GK_PorteriaACero,radar_GK_Pase
Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,it Serie A,28.0,4,0,74,0.8,0,0,0,0,0,0,0.0,0.0,0.0,3,4,3,0,0,,0.0,0.0,,,,0,,0.0,0.0,33,46,71.7,463,189,0.1,0.0,0,3,1,1,0,0,2,16,0,0,0,1,1.23,1,0,0,0,0,0.0,3,2,1,2,0,100.0,2,5,0,0,59,1,100.0,0,0.0,20,2,3,2,19,19.0,2.2,,4,19.0,1.25,0,0.0,-0.6,-0.8,0,0,0,0,0,6,3,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,3.649,4.865,3.649,0.0,0.0,0.0,0.0,3.649,1.216,1.216,2.432,19.459,0.0,0.0,0.0,1.216,0.0,1.216,0.0,0.0,0.0,3.649,2.432,6.081,2.432,0.0,0.0,71.757,24.324,2.432,3.649,2.432,23.108,7.297,0.0,3.649,0.0,0.0,0.0,40.135,55.946,563.108,229.865,1.216,0.0,0.0,0.0,0.0,4.865,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32.0,31,27,2363,26.3,2,5,2,2,4,1,3.8,2.3,6.9,26,183,108,45,14,31.1,1.71,0.53,0.0,0.0,26.9,13,0.05,-1.8,-2.3,1031,1481,69.6,22715,7412,7.2,-1.9,67,165,31,12,13,49,199,17,112,20,27,122,4.83,71,33,3,7,7,0.28,29,25,7,16,6,41.9,15,44,21,4,1748,27,40.3,35,52.2,909,4,46,31,1131,76.0,77.2,85.0,4,20.0,0.42,-44,-1.68,-19.2,-0.76,0,22,0,0,0,117,18,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.076,0.19,0.145,0.088,0.263,0.274,0.99,6.97,4.113,1.714,0.533,0.495,2.552,6.284,1.181,0.457,7.579,0.647,4.266,0.762,1.028,4.647,0.267,2.704,1.257,0.114,0.267,1.105,0.952,1.676,0.571,0.8,0.152,66.576,34.621,0.152,1.752,1.181,43.077,4.456,0.838,0.686,-0.069,-0.088,-0.072,39.268,56.407,865.15,282.302,1.028,1.333,0.152,0.0,0.0,0.152,MF,,,0.4365,,,,,,,,,,,,,,0.7097,0.5699,0.1885,0.6183,0.132,0.3034,,,,,
Téo Barisic,fr FRA,DF,Lyon,fr Ligue 1,19.0,1,0,2,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,,0.0,0.0,1,1,100.0,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,1,0,2,0,,0,,1,0,0,0,1,2.0,0.1,,1,2.0,3.0,0,0.0,0.1,3.88,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,90.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,28.0,20,10,930,10.3,2,2,0,0,2,0,1.5,1.5,1.4,23,53,87,8,2,25.0,0.77,0.19,0.25,1.0,14.2,0,0.19,0.5,0.5,535,632,84.7,8376,2370,1.2,0.6,8,40,10,5,0,2,35,74,0,2,15,20,1.93,15,0,2,2,7,0.68,14,11,7,5,2,28.6,8,22,18,0,712,7,38.9,11,61.1,386,1,15,11,480,47.0,30.4,77.0,10,16.0,1.95,13,1.26,7.8,0.75,0,8,1,0,0,48,17,73.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.194,0.194,0.145,0.145,0.135,0.116,2.226,5.129,8.419,0.774,0.194,0.0,0.774,3.871,0.968,0.484,3.387,7.161,0.0,0.194,1.452,1.935,0.677,1.452,0.0,0.194,0.194,1.355,1.065,2.129,0.774,1.742,0.0,68.903,37.355,0.097,1.452,1.065,46.452,4.645,0.774,1.645,0.048,0.048,0.058,51.774,61.161,810.581,229.355,0.677,1.065,0.194,0.097,0.0,0.968,DF,,0.4317,,,,,,,,,0.2215,0.7282,0.1486,0.8211,0.4944,0.0,,,,,,,,,,,
Umar Sadiq,ng NGA,FW,Valencia (+1),es La Liga,27.0,23,11,1052,11.689,5,0,0,0,5,0,3.6,3.6,0.9,14,12,67,25,7,27.448,2.137,0.596,0.196,0.557,14.387,0,0.158,1.4,1.4,150,221,67.941,2070,305,0.5,-0.9,7,6,0,0,0,3,2,1,0,2,7,18,1.543,10,0,2,1,3,0.259,12,6,4,6,2,63.096,2,14,9,0,386,16,46.503,16,47.223,224,6,55,30,295,47.684,20.324,69.49,12,24.705,1.571,-1,-0.086,-2.0,-0.168,0,37,0,0,0,19,32,52.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.428,0.0,0.308,0.308,0.077,0.043,1.198,1.027,5.732,2.139,0.599,0.0,0.599,0.513,0.0,0.0,0.171,0.086,0.0,0.171,0.599,1.54,0.257,0.856,0.0,0.171,0.086,1.027,0.513,1.198,0.171,0.77,0.0,33.023,19.163,0.513,4.705,2.567,25.238,1.625,3.165,2.738,0.12,0.12,-0.077,12.833,18.907,177.091,26.093,1.369,1.369,0.428,0.0,0.0,1.027,FW,0.2131,,,,0.2547,0.3725,0.235,0.0707,0.2437,0.0947,,,,,,,,,,,,,,,,,
Umut Tohumcu,de GER,"MF,FW",Hoffenheim,de Bundesliga,19.0,12,3,375,4.2,0,1,0,0,3,0,0.1,0.1,0.4,3,13,5,3,1,33.3,0.72,0.24,0.0,0.0,26.3,0,0.04,-0.1,-0.1,110,133,82.7,1577,398,0.3,0.6,3,8,0,0,0,0,8,0,4,1,1,6,1.44,2,2,0,1,1,0.24,9,5,3,5,1,71.4,3,12,6,0,169,4,57.1,3,42.9,91,0,3,7,102,31.0,12.3,68.0,9,19.0,0.75,-2,-0.48,-7.3,-1.75,0,6,0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.24,0.024,0.024,0.096,0.072,0.72,3.12,1.2,0.72,0.24,0.0,0.72,1.92,0.0,0.0,1.92,0.0,0.96,0.24,0.24,1.44,0.24,0.48,0.48,0.0,0.24,2.16,1.2,2.88,0.72,1.44,0.0,40.56,21.84,0.0,0.72,1.68,24.48,3.12,1.44,0.0,-0.024,-0.024,0.144,26.4,31.92,378.48,95.52,0.96,0.72,0.72,0.0,0.0,2.16,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unai García,es ESP,DF,Osasuna,es La Liga,32.0,3,1,65,0.7,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,,0.0,0.0,,,,0,,0.0,0.0,36,38,94.7,805,278,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,1,0,43,0,,0,,19,0,1,0,31,22.0,1.9,60.0,2,3.0,1.33,-4,-5.54,-1.7,-2.38,0,3,0,0,0,2,1,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.154,0.0,0.0,0.0,0.0,0.0,1.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.385,0.0,59.538,26.308,0.0,1.385,0.0,42.923,2.769,4.154,1.385,0.0,0.0,0.0,49.846,52.615,1114.615,384.923,0.0,0.0,0.0,0.0,0.0,2.769,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unai Gómez,es ESP,"MF,FW",Athletic Club,es La Liga,21.0,32,14,1284,14.3,1,3,0,0,1,0,1.9,1.9,0.8,19,23,49,19,4,21.1,1.33,0.28,0.05,0.25,17.5,1,0.1,-0.9,-0.9,223,305,73.1,3424,683,0.9,2.2,10,20,1,0,2,0,23,1,12,1,6,23,1.61,15,4,1,1,3,0.21,12,8,3,7,2,57.1,2,14,15,1,439,12,41.4,12,41.4,235,3,23,21,271,40.0,37.5,61.0,18,24.0,1.75,1,0.07,0.0,0.0,0,12,0,0,0,42,29,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.07,0.21,0.133,0.133,0.056,0.063,1.332,1.612,3.435,1.332,0.28,0.07,0.701,1.402,0.07,0.0,1.612,0.07,0.841,0.07,0.421,1.612,0.21,1.051,0.28,0.07,0.07,0.841,0.561,0.981,0.14,1.051,0.07,30.771,16.472,0.21,1.612,1.472,18.995,2.944,0.841,2.033,-0.063,-0.063,0.154,15.631,21.379,240.0,47.874,0.841,0.841,0.07,0.0,0.0,1.262,MF,,,0.1473,,,,,,,,,,,,,,0.1706,0.0548,0.0837,0.1241,0.1776,0.4017,,,,,
Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28.0,32,23,1707,19.0,3,1,0,0,9,1,1.6,1.6,1.0,22,112,40,26,11,42.3,1.37,0.58,0.12,0.27,22.8,1,0.06,1.4,1.4,1041,1236,84.2,17637,4425,1.3,0.0,19,106,11,2,5,8,33,12,19,2,19,53,2.79,43,5,2,1,2,0.11,31,21,14,12,5,47.2,21,52,20,0,1410,15,65.2,4,17.4,828,3,24,19,1036,53.0,49.9,65.0,9,23.0,1.56,0,0.0,-6.7,-0.35,0,18,0,0,0,117,10,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.158,0.053,0.084,0.084,0.053,0.069,1.16,5.905,2.109,1.371,0.58,0.053,1.002,5.589,0.58,0.105,1.74,0.633,1.002,0.105,1.002,2.794,0.105,2.267,0.264,0.105,0.053,1.634,1.107,2.742,1.107,1.054,0.0,74.341,43.656,0.158,1.265,1.002,54.622,6.169,0.949,0.527,0.074,0.074,0.0,54.886,65.167,929.895,233.304,0.791,0.211,0.475,0.0,0.0,0.475,MF,,,0.3303,,,,,,,,,,,,,,0.2583,0.4675,0.3493,0.1382,0.1547,0.7135,,,,,
Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,22.0,2,2,180,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,,0.0,0.0,46,57,80.7,1155,682,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,1,0,66,0,,0,,29,0,0,0,26,90.0,5.3,90.0,0,,0.0,-3,-1.5,-1.7,-0.83,0,0,0,0,0,1,0,,3.0,1.5,12.0,8.0,75.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.5,0.22,0.5,41.0,11.0,24.4,28.3,21.0,1.0,4.8,3.0,1.5,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,33.0,14.5,0.0,0.0,0.0,13.0,0.5,0.0,0.0,0.0,0.0,0.0,23.0,28.5,577.5,341.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unai Núñez,es ESP,DF,Athletic Club,es La Liga,27.0,10,7,645,7.2,0,0,0,0,4,0,0.2,0.2,0.1,2,26,0,1,0,0.0,0.14,0.0,0.0,,3.3,0,0.23,-0.2,-0.2,283,325,87.1,6367,2366,0.1,-0.1,1,16,1,0,0,7,0,0,0,0,0,2,0.28,2,0,0,0,0,0.0,10,5,7,3,0,57.1,17,27,46,1,415,2,66.7,0,0.0,225,0,6,0,245,65.0,18.9,85.0,3,18.0,1.6,4,0.56,1.1,0.15,0,10,0,0,0,28,13,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.028,0.028,0.014,0.014,0.279,3.628,0.0,0.14,0.0,0.0,0.14,2.233,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.279,0.0,0.279,0.0,0.0,0.0,1.395,0.698,3.767,2.372,6.419,0.14,57.907,31.395,0.0,0.837,0.0,34.186,3.907,1.395,1.814,-0.028,-0.028,-0.014,39.488,45.349,888.419,330.14,0.279,0.0,0.558,0.0,0.0,0.419,DF,,0.5372,,,,,,,,,0.5035,0.7916,0.7022,0.5778,0.3167,0.2333,,,,,,,,,,,
Unai Simón,es ESP,GK,Athletic Club,es La Liga,27.0,21,21,1890,21.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,,0.0,0.0,455,654,69.6,13411,10784,0.0,0.0,0,12,0,0,0,0,0,0,0,4,0,6,0.29,5,1,0,0,0,0.0,0,0,0,0,0,,1,1,14,4,704,0,,0,,397,0,1,1,328,90.0,55.3,90.0,0,,1.81,14,0.67,8.0,0.38,0,0,0,0,0,33,6,100.0,14.0,0.67,62.0,47.0,79.0,10.0,8.0,3.0,10.0,47.6,1.0,1.0,0.0,16.3,0.24,2.3,533.0,91.0,36.2,34.4,249.0,19.0,7.6,28.0,1.33,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.286,0.0,0.238,0.048,0.0,0.0,0.0,0.0,0.048,0.048,0.667,0.19,33.524,18.905,0.0,0.048,0.048,15.619,1.571,0.0,0.286,0.0,0.0,0.0,21.667,31.143,638.619,513.524,0.0,0.0,0.0,0.0,0.0,0.0,GK,,,,0.5598,,,,,,,,,,,,,,,,,,,0.541,0.9274,0.0256,0.7933,0.5177
Urko González,es ESP,MF,Espanyol (+1),es La Liga,23.0,18,17,1419,15.767,0,2,0,0,3,0,0.5,0.5,0.7,18,63,8,4,2,48.414,0.252,0.126,0.0,0.0,15.299,0,0.136,-0.5,-0.5,345,449,76.907,5934,1845,0.8,1.3,10,37,5,0,2,2,4,1,1,1,15,24,1.526,20,0,2,1,5,0.32,46,28,24,21,1,61.583,8,54,39,1,630,6,34.181,10,56.935,318,3,19,14,334,79.858,38.966,82.763,1,23.239,1.307,3,0.194,-2.4,-0.154,0,16,0,1,0,71,20,55.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.127,0.032,0.032,0.044,0.051,1.142,3.996,0.507,0.254,0.127,0.0,0.634,2.347,0.317,0.0,0.254,0.063,0.063,0.063,0.951,1.522,0.317,1.268,0.0,0.127,0.063,2.918,1.776,3.425,0.507,2.474,0.063,39.958,20.169,0.19,1.205,0.888,21.184,4.503,1.015,1.268,-0.032,-0.032,0.082,21.882,28.478,376.364,117.019,0.381,0.634,0.19,0.0,0.063,0.063,MF,,,0.2656,,,,,,,,,,,,,,0.1511,0.284,0.4523,0.096,0.1523,0.5086,,,,,
Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,18.0,34,33,2854,31.7,1,0,0,0,7,0,2.5,2.5,1.1,41,93,38,33,6,18.2,1.04,0.19,0.03,0.17,18.4,0,0.08,-1.5,-1.5,908,1056,86.0,13649,3710,0.7,-1.1,12,66,8,1,2,0,17,1,0,6,14,49,1.55,33,0,3,4,1,0.03,69,50,32,30,7,73.7,37,106,64,0,1433,14,29.2,29,60.4,735,8,57,23,889,84.0,93.3,85.0,1,45.0,0.97,-13,-0.41,-17.3,-0.55,0,57,0,0,0,117,47,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.032,0.0,0.079,0.079,0.035,0.022,1.293,2.933,1.198,1.041,0.189,0.0,0.378,2.081,0.252,0.032,0.536,0.032,0.0,0.189,0.441,1.545,0.032,1.041,0.0,0.095,0.126,2.176,1.577,3.343,1.167,2.018,0.0,45.189,23.178,0.252,1.797,0.725,28.034,3.69,1.797,1.482,-0.047,-0.047,-0.035,28.633,33.301,430.417,116.994,0.441,0.915,0.221,0.0,0.0,0.032,MF,,,0.2461,,,,,,,,,,,,,,0.0766,0.1818,0.44,0.0281,0.1724,0.764,,,,,
Valentin Carboni,ar ARG,"MF,FW",Marseille,fr Ligue 1,19.0,4,1,103,1.1,0,0,0,0,1,0,0.0,0.0,0.1,4,4,8,2,1,50.0,1.75,0.87,0.0,0.0,21.4,0,0.02,0.0,0.0,57,64,89.1,816,162,0.1,-0.1,3,4,4,2,1,0,2,2,0,0,3,5,4.37,4,0,0,0,0,0.0,2,2,0,1,1,0.0,1,3,1,0,81,0,0.0,3,100.0,51,0,2,0,69,26.0,3.4,45.0,3,19.0,1.25,-1,-0.87,-0.7,-0.58,0,5,0,0,0,2,2,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.087,3.495,3.495,6.99,1.748,0.874,0.0,2.621,3.495,3.495,1.748,1.748,1.748,0.0,0.0,2.621,4.369,0.0,3.495,0.0,0.0,0.0,1.748,1.748,2.621,0.874,0.874,0.0,70.777,44.563,0.0,1.748,0.0,60.291,1.748,4.369,1.748,0.0,0.0,-0.087,49.806,55.922,713.01,141.553,0.0,2.621,0.874,0.0,0.0,2.621,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentin Gendrey,fr FRA,DF,Hoffenheim (+1),de Bundesliga,24.0,24,16,1594,17.711,1,1,0,0,1,0,1.3,1.3,1.9,31,54,90,12,5,44.354,0.681,0.284,0.089,0.177,18.321,0,0.108,-0.3,-0.3,524,745,70.634,8702,4091,2.8,-0.9,18,42,17,11,0,2,54,178,0,4,17,40,2.263,29,6,1,2,4,0.222,32,14,20,9,3,65.493,17,49,54,0,943,3,24.217,8,64.49,395,7,25,11,464,66.936,41.581,82.903,8,30.161,0.683,-12,-0.676,-4.4,-0.244,0,13,0,0,0,55,27,48.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.056,0.056,0.073,0.073,0.107,0.158,1.75,3.049,5.082,0.678,0.282,0.0,1.016,2.371,0.96,0.621,3.049,10.05,0.0,0.226,0.96,2.258,0.226,1.637,0.339,0.056,0.113,1.807,0.79,2.767,0.96,3.049,0.0,53.243,22.302,0.395,1.412,0.621,26.198,3.105,0.734,1.524,-0.017,-0.017,-0.051,29.586,42.064,491.33,230.985,0.169,0.452,0.056,0.0,0.0,0.452,DF,,0.3351,,,,,,,,,0.3313,0.3571,0.3033,0.5439,0.2481,0.0,,,,,,,,,,,
Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,24.0,21,16,1288,14.3,0,3,0,0,2,0,2.4,2.4,1.2,25,41,72,31,11,35.5,2.17,0.77,0.0,0.0,22.1,5,0.08,-2.4,-2.4,325,431,75.4,4879,1423,1.1,1.8,17,28,17,3,3,4,33,6,40,2,8,48,3.36,34,5,3,3,5,0.35,29,15,8,13,8,40.9,8,37,6,0,582,10,37.0,14,51.9,332,11,29,20,389,61.0,37.7,73.0,5,25.0,0.81,-7,-0.49,-9.2,-0.64,0,17,0,1,0,39,13,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.21,0.168,0.168,0.084,0.077,1.747,2.865,5.031,2.166,0.769,0.349,1.188,1.957,1.188,0.21,2.306,0.419,2.795,0.14,0.559,3.354,0.349,2.376,0.349,0.21,0.21,2.026,1.048,2.585,0.559,0.419,0.0,40.668,23.199,0.769,2.026,1.398,27.182,2.725,1.188,0.908,-0.168,-0.168,0.126,22.71,30.116,340.924,99.433,0.699,0.978,0.14,0.0,0.07,0.349,FW,0.1614,,,,0.1304,0.0,0.3017,0.1375,0.1966,0.1382,,,,,,,,,,,,,,,,,
Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,29.0,25,17,1562,17.4,3,1,0,0,5,0,1.0,1.0,1.1,25,110,28,14,7,50.0,0.81,0.4,0.21,0.43,21.6,0,0.07,2.0,2.0,1271,1408,90.3,18466,4560,1.5,-0.1,11,110,7,0,1,3,7,14,0,4,25,35,2.02,29,0,0,1,6,0.35,50,28,14,31,5,62.8,33,83,28,5,1602,11,68.8,5,31.3,896,4,19,17,1226,62.0,51.0,80.0,8,26.0,2.24,14,0.81,7.2,0.41,0,37,0,1,0,86,13,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.173,0.058,0.058,0.058,0.063,0.086,1.44,6.338,1.613,0.807,0.403,0.0,0.634,6.338,0.403,0.0,0.403,0.807,0.0,0.23,1.44,2.017,0.346,1.671,0.0,0.0,0.058,2.881,1.613,4.782,1.901,1.613,0.288,92.305,51.626,0.23,1.095,0.98,70.64,4.955,2.132,0.749,0.115,0.115,-0.006,73.233,81.127,1063.982,262.74,0.634,0.288,0.288,0.0,0.058,0.461,MF,,,0.4074,,,,,,,,,,,,,,0.1511,0.5091,0.657,0.178,0.192,0.8848,,,,,
Valentin Rosier,fr FRA,DF,Leganés,es La Liga,27.0,32,28,2595,28.8,1,2,0,0,8,0,0.9,0.9,1.1,41,74,89,14,4,28.6,0.49,0.14,0.07,0.25,18.7,0,0.06,0.1,0.1,956,1206,79.3,14806,5646,1.3,0.9,11,72,17,4,0,2,39,207,0,5,27,35,1.21,24,4,3,0,6,0.21,72,52,48,16,8,63.2,52,124,149,2,1615,23,51.1,19,42.2,746,7,31,21,802,81.0,75.9,89.0,4,26.0,0.75,-21,-0.73,-19.8,-0.69,0,44,0,0,0,121,26,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.035,0.069,0.031,0.031,0.038,0.045,1.422,2.566,3.087,0.486,0.139,0.0,0.382,2.497,0.59,0.139,1.353,7.179,0.0,0.173,0.936,1.214,0.208,0.832,0.139,0.104,0.0,2.497,1.803,4.301,1.803,5.168,0.069,56.012,25.873,0.243,1.075,0.728,27.815,4.197,1.526,0.902,0.003,0.003,0.031,33.156,41.827,513.503,195.815,0.798,0.659,0.277,0.0,0.0,0.139,DF,,0.5026,,,,,,,,,0.5955,0.5858,0.5541,0.6722,0.1909,0.115,,,,,,,,,,,
